domain,theme,value1,value2,brief introduction,scene,role1,D1,role2,D2,relation,conflict_level,id
身体健康,睡眠时长调整,享乐主义,安全,享乐主义可能会使个体更愿意晚睡甚至熬夜以追求更多的快乐和满足，比如看电影、玩游戏或者聚会等，这种行为可能导致睡眠时间的缩短,在大学期间，明天是一个重要的考试，考试的内容难度较大，需要复习的内容也较多。考试的目的是为了提升学术成绩以确保顺利毕业，决策带来的分歧在于是否应该牺牲睡眠时间熬夜复习。,Lucy，她是个活泼开朗的大学生，喜欢参与各种社交活动，热爱生活，追求各种感官上的满足,决定在考试前夜牺牲睡眠时间，选择看电影、聚会来放松，并通过熬夜复习来准备明天的考试。,Lily，她是个稳重内向的大学生，善于规划，注重安全和稳定，对生活有良好的自我控制,按时睡觉，保证足够的睡眠，提前做好复习，以保证第二天考试时的精神饱满。,室友,1,13
身体健康,睡眠时长调整,慈善,遵从,自我导向的个体可能会更加追求自我，包括根据自身的需求和舒适度来调整睡眠时间，这可能与社会常规的作息时间产生冲突,一家新崛起的创业公司，近期有一项重要的项目需要完成，所有员工都在全力以赴。在这种情况下，员工的睡眠时间逐渐减少，个体体验的压力逐渐增大。面对这样的情况，公司的决策层需要决定是否应该调整员工的工作时间，以确保员工有足够的睡眠时间，从而能更好地发挥他们的工作能力。,杰克，他是公司的创始人，为人开朗，充满活力，总是追求新的想法和创新。他是一个典型的自我导向型的人，总是根据自己的需求和舒适度来做决定,调整员工的工作时间，认为员工的健康和满意度比任何事情都重要。鼓励员工们根据自己的生理节奏和需求来安排工作和休息，尽管这可能与社会常规的作息时间不同。,丽莎，她是公司的人力资源经理，一直遵循公司的规章制度。她认为在工作中最重要的是遵守规则，尊重公司的文化。她是一个典型的遵从型的人，总是把公司的规则和标准放在第一位,反对调整员工的工作时间，认为这将对公司的正常运营造成干扰。认为公司应该坚持实行传统的作息时间，并努力在这个框架内改善员工的工作环境和福利。,RR。他们是公司的主要决策者，虽然他们的价值观不同，但都致力于公司的发展。,3,14
身体健康,睡眠时长调整,大同,成就,追求大同的个体可能会牺牲自身的睡眠以帮助他人或贡献社区，而这可能与追求个人成就的需求产生冲突,现在是大学的期末复习阶段，同学们都在紧张的复习中度过。为了达到更好的复习效果，几个同学建议大家每天晚上至少要保证8小时的充足睡眠。然而，考虑到还有许多作业和报告要完成，大家对于是否应该调整睡眠时间以适应复习产生了分歧。,刘洋，他总是能关心到同学们的需求，并尽自己所能去帮助他们。他热衷于公平正义，总是积极参与到各类公益活动中去。他认为为了团体和大家的福祉，应该牺牲一些个人的利益,认为大家应该保证足够的睡眠，这样才能保证学习效果。即使牺牲一部分学习时间，也不能忽视身体的需求。主张调整睡眠时间，晚上早些休息，早上早些起床复习。,张晓，他总是以成就驱动，期待自己有所作为。他坚信只有付出更多，才能获得更多。他拥有很强的自我驱动力，也经常激励其他人努力向前,认为目前是复习阶段，应该把作业和报告完成的更好，以此来提升自己的学术成绩，哪怕牺牲一些睡眠时间。主张熬夜复习，把握住每一分钟，充分利用时间。,室友,1,15
身体健康,睡眠时长调整,刺激,传统,追求刺激的人可能更倾向于采取不规律的睡眠模式，如熬夜、夜间活动等，这可能与传统的“早睡早起”的观念产生冲突,新冠疫情将工作模式推向了远程工作，这使得许多人出现了睡眠时长的调整需求。其中，Tom和Jerry的夫妻两人也面临这样的状况。他们需要决定是否按照这种新的模式调整他们的作息时间，以便能更有效地完成工作，并且保持良好的身心健康。然而，他们对此有着截然不同的看法。,Tom，一个充满活力的电子游戏设计师，总是寻求新的刺激和挑战。他擅于运用他的创新和独特的观点来创建新颖的游戏内容。他喜欢夜晚的静谧和深夜工作的奇特体验,采用不规律的作息时间。认为这样可以使自己在工作中找到乐趣，实现激发创新思维的目的。从熬夜中找到了刺激和乐趣，认为这样可以提高他的工作效率。,Jerry，一名保守的软件工程师，坚持传统的生活习惯和工作方法。他认为规律的作息习惯和良好的生活习惯对保持身体健康和高效的工作能力至关重要,反对改变规律作息习惯。认为坚持早睡早起的习惯对于保持身体健康和提高工作效率非常重要。认为即使在远程工作的模式下，也应该坚持正常的作息时间。,夫妻,1,16
身体健康,药物服用方法选择,自我导向,遵从,在决策过程中，个体可能会面临自我导向与遵从的冲突,两人都患有类风湿性关节炎，医生开了两种药物方案，一种是西医的抗炎药物，另一种是中医的调理方案，长期服用可以改善症状，但都需要长期使用且都有一定的副作用，这让他们产生了分歧。,James，他是一名科技公司的工程师，习惯于自主独立的决策,偏向于采用西医的抗炎药物，虽然副作用大但治疗效果快，认为可以尽快恢复正常工作和生活。,Linda，她是家里的主妇，习惯于遵从医生的建议和家人的意见,偏向于中医的调理方案，虽然疗效慢但安全性高，认为按照医生的建议，持续调理身体比较稳妥。,夫妻,1,17
身体健康,药物服用方法选择,享乐主义,大同,在服用药物的决策中，个体可能会面临享乐主义与大同的冲突,在一个繁忙的城市中，一种新型的抗压药物被研发出来，该药物号称能够帮助人们缓解压力，提高生活质量。但是，这种药物并未经过长期的临床试验，其可能带来的副作用尚不明确。在这种背景下，一个年轻夫妇需要决策是否选择尝试这种新型的抗压药物。,Tom，是一个有着强烈好奇心和求知欲的年轻人，总是追求生活中的快感和新鲜事物。他独立思考，喜欢探索未知，享受刺激和新奇。他相信体验不同的事物能使生活更加精彩,觉得应该尝试这种新药，认为人生应该有新鲜的体验，而且药物有可能帮助更好地应对生活压力，享受更好的生活质量。,Lucy，是一个理性且善良的女性，她在乎社会公平，重视环保，关心所有人类和自然的福祉。她认为，尽管人们有自己的权利去追求快乐，但是这种追求不能以可能损害他人或环境的福祉为代价,认为他们不应该尝试这种新药。原因有两点：一是由于药物的长期影响尚不明确，不应冒险尝试。二是，如果这种药物真存在副作用，他们的行为可能会引导其他人误入歧途，最终可能对社会和环境造成影响。,夫妻,3,18
身体健康,疫苗接种决策,自我导向,传统,在疫苗接种决策中，可能出现自我导向和传统的冲突,由于最近一种新冠疫苗的推出，全社区的居民都面临是否接种疫苗的决策。疫苗的接种旨在保护每个人免受疾病的威胁，但也引起了对疫苗安全性和必要性的争议。,James，他是一位具有独立思考精神的科研人员，对医学和生物技术有深厚的理解，善于根据自身知识和理解做出决定,在了解了疫苗的生产过程，测试数据以及可能的副作用后，决定接种疫苗，认为这是对自身和社区健康负责的表现。,Marry，她是一位强烈尊重社区传统和习俗的家庭主妇，习惯于遵循社区传统的决定，有一定排斥新事物和变化的倾向,决定暂时不接种该新冠疫苗，因为在社区中，很多人仍然惧怕新的疫苗和可能带来的未知风险。,夫妻,1,19
身体健康,疫苗接种决策,享乐主义,安全,享乐主义与安全可能出现冲突,新型流感病毒正在全球范围内肆虐，为了尽快控制疫情，各国政府推行疫苗接种，而疫苗的高效率和安全性成为人们关注的焦点。乔治和艾米是一对初恋的情侣，他们正面临是否接种疫苗的决定。乔治喜欢乐观开朗的生活方式，每天过得充实满足，享受生活给他带来的乐趣；而艾米却很紧张，担心感染流感病毒，她更加看重生活的安全和稳定。这使得他们对于接种疫苗的决定产生了分歧。,乔治，他是一个非常喜欢追求快乐，享受生活的人，对于风险有着自由洒脱的态度,觉得接种疫苗可能会有不适反应，会影响正常的生活和工作，所以选择不接种疫苗，继续快乐生活。,艾米，她是一个非常注重安全和保障，习惯稳妥谨慎行事的人,非常担心感染流感病毒，影响健康，认为接种疫苗可以最大程度地确保安全，决定接种疫苗。,恋人,1,20
身体健康,疫苗接种决策,权力,大同,在疫苗接种决策中，权力和大同可能会产生冲突,最近新冠疫苗研发成功并大量生产，然而对于某公司的员工是否强制接种，产生了分歧。CEO和人力资源总监就此事产生了争议。,约瑟夫，该公司的CEO，常年在商界打拼，熟悉利益交换的游戏规则，追求权威和影响力,认为员工必须接种新冠疫苗，这样可以增加公司运营的稳定性，维护公司的声誉和生产力，同时也能增强个人在公司的权威地位。,艾米，该公司的人力资源总监，是一个充满爱心，追求公正与公平的人，她相信集体福祉和公正,认为应该尊重每个员工的选择，如果有的员工因为个人原因不愿接种疫苗，公司应该理解和接纳，尽最大可能为他们在工作场所提供安全保障，而不是强制他们接种疫苗。,他们是一家公司的领导，需要共同为公司的发展做决策。,3,21
身体健康,疫苗接种决策,慈善,遵从,慈善与遵从在疫苗接种决策中可能出现冲突,目前正在全球范围内进行COVID-19的疫苗接种，政府强烈推荐并鼓励所有人尽快接种以保护自己和他人的健康，但也有一部分人对疫苗的安全性和有效性表示担忧。在这样的背景下，一对夫妻面临是否应立即接种疫苗的决定。,John，一直以来都是个无私的人，非常关注他人的福利，喜欢帮助他人，他十分重视家庭和社区的福祉。他的主要价值观是慈善。,选择接种疫苗，认为这是保护家人和社会其他成员免受病毒威胁的最好方式。即使对疫苗的效果有所怀疑，还是愿意冒险，因为这是自己对家人和社区的责任。,Mary，她是一个谨慎而顺从的人，她坚决遵守社会和政府的规定和建议。她对新冠疫苗感到犹豫，但政府的强烈建议使她感到压力。她的主要价值观是遵从。,选择等待一段时间，观察疫苗接种对其他人的影响，不过并未完全排除接种疫苗的可能性。希望能看到更多的证据证明疫苗的安全性和有效性，然后再做决定。,夫妻,1,22
身体健康,预防性检查决定,自我导向,安全,如果一个人注重自我导向的价值观，他可能会更倾向于自我决定，对预防性检查的需求可能比较低，因为他可能觉得自己可以根据自己的身体状况来决定是否需要检查,公司最近提供了一个福利，邀请所有员工进行预防性的身体检查，检查的结果可以帮助员工提前发现和预防一些可能的健康问题。但是，这项检查是自愿的，员工可以自己决定是否参加。,汤姆，汤姆是公司的一名程序员，他工作努力，喜欢每天有个自由自在的生活，他更倾向于自己决定自己的生活方式和工作方式，而不喜欢被安排或强迫去做某件事,决定不进行预防性检查。认为自己能管理自己的健康，并且根据自己的身体状况决定是否需要检查。不喜欢被公司的福利计划来决定他是否需要做检查。,玛丽，玛丽是公司的人力资源经理，她非常注重员工的健康，认为预防性的身体检查是非常必要的。玛丽认为这样可以及时发现并预防可能的健康问题,决定参加预防性检查，并且努力推广这个项目，认为这对每个人来说都是很重要的，可以帮助每个人预防可能的健康问题。,RR。汤姆和玛丽都是公司的员工，他们在工作中有许多接触，但他们在这件事上有着不同的看法和决策。,1,23
身体健康,预防性检查决定,享乐主义,安全,如果一人十分喜欢享受生活，可能会在生活中寻求快乐和感官上的满足，例如过度饮食、熬夜等，这些行为都可能对健康产生负面影响,公司的年度体检即将到来，每个员工需要决定是否参加。公司为了员工的健康，每年都会组织一次全面的体检，目的是帮助员工及时了解自己的身体状况，预防疾病。然而，有些员工认为体检是浪费时间，而且可能会打乱他们的生活节奏，他们更愿意享受生活，而不是在体检和维持健康方面花费大量时间。这导致公司需要决定是否强制所有员工参加体检，有一部分员工对此持有不同看法。,Tom，是公司的销售主管，他是一个非常享受生活的人，喜欢美食和聚会，很少对自己的身体健康抱有担忧。他认为生活就是要享受的，应该尽情地去感受生活的点滴，而不是在意那些没有出现的问题,决定不参加公司的年度体检。觉得体检是浪费时间，自己的身体感觉良好，并没有任何不适，宁愿利用这个时间去享受生活。,Linda，是公司的人事主管，她认为身体是革命的本钱，非常重视健康。她认为只有身体健康，才能更好的工作和生活。她经常鼓励员工们参加体检，了解自己的身体状况，及时预防疾病,决定参加公司的年度体检，并且认为公司应该强制所有员工参加体检。认为身体健康是最重要的，员工们需要有责任感，对自己的健康负责。,同事,1,24
身体健康,预防性检查决定,权力,大同,如果一个人追求的是权力，他可能更看重个人的地位、声誉和资源，然而这可能会忽视到对大众福祉的关注，比如不愿意接受预防性检查，因为他们可能认为这会影响他们的工作和社交活动,一家大型科技公司正在考虑是否对所有员工进行定期的健康检查，这是一项对公司来说投入大量的预防性决策。决策的目的是保障员工的身体健康，同时也减少因疾病导致的工作效率低下。然而，这个决策在公司的高层管理团队中产生了分歧，因为预防性的健康检查会消耗大量的人力、财力和时间。,约瑟夫，公司的CEO，拥有大量的社会影响力，注重权力和地位。他认为公司的成功与稳固的社会地位远比员工的健康重要，对于预防性检查决定表示反对,认为定期健康检查投入的成本太高，可能影响公司的经营状况和他个人的声望。决定不进行员工的预防性健康检查，而是将这部分资金用于公司的其他投资上，以求增强自己的社会地位和影响力。,艾米，公司的HR总监，关注员工的健康和福利，注重为所有人创造公平、公正的工作环境。她坚信保护员工的身体健康是公司的责任，对预防性检查决定表示支持,认为定期健康检查对于预防因疾病导致的工作效率低下非常必要，并且这将有助于营造和谐的工作环境。决定推动实施定期健康检查，并从公司的福利预算中划拨部分资金来实施这项计划。,他们都是公司的高层管理人员，多年的合作让他们对彼此有深入的了解，但在价值观上存在分歧。,3,25
身体健康,心脏病康复计划,成就,安全,心脏病康复计划需要患者长时间休息和节制劳动力，但是对于那些把成就看得很重要的人来说，这可能会阻碍他们工作和职业的发展，导致他们可能会选择忽视健康警告，继续工作,在一家大型技术公司中，有一个项目经理John，他近期被诊断出患有心脏病，医生建议他走心脏病康复计划，这将意味着他需要长期休息并暂时放下手中的工作。此时，公司正在进行一个重要的项目，他是项目的负责人。而他的妻子Sara非常担心他的健康状况，希望他能听从医生的建议，接受康复计划。,John，他是一个职业精神的人，他引以为傲的是他的工作成就和项目管理能力。他总是习惯于付出110%的努力去做好每一项工作。他热衷于项目管理，常常带领他的团队赢得了许多荣誉，这也使他获得了同事们的尊重。他的价值观主要是成就。,即使已经被诊断出心脏病，但选择继续工作，认为不能让项目因为自己的缺席而受到任何影响，倾向于牺牲个人健康，追求工作成就。,Sara，她是一位家庭主妇，对家庭生活有着强烈的责任感。她照顾John和他们的孩子，家庭生活是她的全部。在她的价值观中，安全是最重要的，尤其是对于她的家人。,面对John的决定，坚决反对。认为健康是最重要的，没有健康，所有的成就都没有意义。希望John能听从医生的建议，接受康复计划，暂时放下工作，把健康放在第一位。,夫妻,3,26
身体健康,心脏病康复计划,享乐主义,安全,对于享乐主义者来说，他们可能会更倾向于享受现在的快乐，如美食、饮酒等，这些行为可能会影响心脏康复计划的进展，因为这需要一定的饮食规律和生活习惯,Tom是一位有患有心脏病的中年男子，他最近参与了一个心脏病康复计划，该计划要求他改变生活方式，如均衡饮食、规律作息、适当锻炼等，以确保心脏的健康和康复。然而，这个决策带来了分歧，因为Tom和他的妻子Sara对于如何落实这个计划有不同的理解和观点。,Tom，一个感性、乐天派的中年男子，他热爱生活，喜欢享受生活的快乐，比如美食和派对等,认为人生在世，要享乐在先。尽管需要遵守心脏病康复计划，但偶尔的放纵不会有太大问题，比如偶尔吃一些喜欢的高热量食物，或者晚上稍微多玩一会儿。,Sara，她是一个非常严谨、富有责任心的人，对家庭的健康非常重视。为了保障Tom的康复，她愿意尽可能的做到最好,坚信“身体是革命的本钱”，希望Tom能严格遵守心脏病康复计划的所有要求，比如严格按时吃药、健康饮食、规律作息等，即使这意味着Tom可能要放弃一些他过去享受的事情。,夫妻,3,27
身体健康,心脏病康复计划,自我导向,遵从,对于自我导向价值观的人来说，他们可能更倾向于自己控制生活，不愿意被康复计划限制生活,刚刚经历过一场心脏病手术的Tom和他的妻子Susan面临着一个决策：医生提出一个心脏病康复计划。通过遵循恢复计划，Tom可能会有更高的生活质量和更长的生命周期。然而，这个康复计划需要Tom改变一些习惯，比如每天必须进行某些运动，降低饮酒和吸烟，固定时间休息等。,Tom，他一直是一个热爱生活、自由自在的人，喜欢自由自在的生活方式。他喜欢决定自己的生活，不喜欢旁人对他的生活进行干涉,决定不完全遵从康复计划，坚信自己有能力控制自己的生活方式，不需要严格按照医生的要求进行。,Susan，是一个敬业的护士，对待工作和生活都很规范，在很多事情上都坚信规则和命令的重要性,坚决主张Tom严格遵守医生的康复计划，相信专业人士的建议，认为这是Tom健康复原最好的方式。,夫妻,3,28
